addres,code,dastresi,tejary,darmany,farhangi_honary,tafrihy,rest,parks
آنالیز قیمت فروش آپارتمان در تهران - لویزان ,10275434,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سهروردی شمالی ,10275432,4.0,4.0,3.0,5.0,2.0,8.0,2.0
آنالیز قیمت فروش آپارتمان در تهران - دبستان ,10275430,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267111,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دروس ,10275415,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,3931637,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10130981,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10263637,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,3904747,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10263483,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10263473,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10263464,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10265634,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سوهانک ,10263940,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267241,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,3893468,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10128394,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10267048,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10250568,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10164910,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - کوی فراز ,10275373,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دیباجی جنوبی ,10018483,5.0,2.0,4.0,2.0,1.0,4.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - پاسداران ,10259151,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10199944,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10258123,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275361,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10246364,,,,,,,
,10178196,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10218882,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10262134,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275349,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10275348,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10275339,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10275338,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10079740,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10275335,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هفده شهریور(از شهدا تا شوش) ,10275332,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10275331,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شاد آباد ,10275328,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275326,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10275317,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دلاوران ,10275313,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275309,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10275302,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10275299,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275289,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرآرا ,10275270,4.0,4.0,2.0,4.0,1.0,5.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,3973320,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - جمهوری(از حافظ تا میدان جمهوری) ,10242031,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10258378,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10275229,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10275217,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهیدعراقی ,10275216,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هفده شهریور(از شهدا تا شوش) ,10275210,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10249633,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10275198,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پاسداران ,10243377,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک آپادانا ,10133556,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275195,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10275192,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275188,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275186,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275185,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10204959,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10275183,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275182,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275181,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275179,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275177,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10275176,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10261002,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10244054,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3999594,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دلاوران ,10275175,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10275171,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10264085,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیروی دریایی ,10261852,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10117568,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,3524091,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سراج ,2940325,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10121260,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,3231128,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275143,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10180024,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10243276,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275131,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرآرا ,10275130,4.0,4.0,2.0,4.0,1.0,5.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - مهر آباد ,10275116,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10253122,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10244434,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,10264569,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10183622,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3855334,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3839329,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10275094,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10275085,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10275083,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شاد آباد ,10275082,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10275074,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - انقلاب(از پیچ شمیران تا چهارراه ولیعصر) ,10269540,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275059,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میدان امام حسین ,10275057,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میدان امام حسین ,10052145,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نبرد جنوبی ,10275054,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10275051,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه محلاتی ( آهنگ) ,10275050,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,3970826,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10133994,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10256053,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275030,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10251334,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275024,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10275021,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10123392,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10275003,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10262610,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - کن ,10203876,4.0,2.0,5.0,9.0,3.0,8.0,1.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10274995,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10262118,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10260067,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10274966,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دولت ,10266847,4.0,2.0,4.0,4.0,2.0,9.0,3.0
